Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,11,Evan Alexander,TOP,"Foul, 11 Evan Alexander putout (fly out to centerfield) for out number 1",0,1,,1,,Neil Lang,
2,16,Correlle Prime,TOP,"Called Strike, 16 Correlle Prime putout (4-3) forout number 2",0,1,,1,,Neil Lang,
3,26,Scott Schreiber,TOP,"Ball, Called Strike, 26 Scott Schreiber advances to 1st (single)",1,1,1,,,Neil Lang,
4,13,Manuel Boscan,TOP,"Ball, Called Strike, Ball, Ball, Foul, 13 Manuel Boscan advances to 1st (fielder's choice), 26 ScottSchreiber putout (4U) for out number 3",3,2,,1,,Neil Lang,
5,21,Darnell Sweeney,BOTTOM,"Ball, 21 Darnell Sweeney advances to 2nd (double)",1,0,1,,,,K Pilot
6,1,Wyatt Ulrich,BOTTOM,1 Wyatt Ulrich advances to 1st (hit by pitch),0,0,,,,,K Pilot
7,3,Jordan Barth,BOTTOM,"Ball, Ball, Ball, Called Strike, 21 Darnell Sweeney advances to 3rd (3), 1 Wyatt Ulrich putout (4) for out number 1, 3 Jordan Barth putout (4-3 DP) for out number 2",3,1,,,1,,K Pilot
8,11,Jabari Henry,BOTTOM,"Called Strike, Ball, Ball, Ball, 11 Jabari Henry advances to 1st (walk), 21 Darnell Sweeney Scores Unearned (11)",3,1,,,,,K Pilot
9,20,Mike Hart,BOTTOM,"Called Strike, Called Strike, Ball, Ball, 11 Jabari Henry advances to 2nd (error by the pitcher), 20Mike Hart putout (fly out to center field) for out number 3",2,2,,,1,,K Pilot
10,1,Alec Olund,TOP,"Called Strike, Ball, Ball, Called Strike, 1 Alec Olund putout (fly out to right field) for out number 1",2,2,,1,,Neil Lang,
11,41,Matt Goodheart,TOP,"Ball, Ball, 41 Matt Goodheart putout (fly out to center field) for out number 2",2,0,,1,,Neil Lang,
12,3,Nick Novak,TOP,"Swinging Strike, 3 Nick Novak putout (fly out to left field) for out number 3",0,1,,1,,Neil Lang,
13,5,Trevor Achenbach,BOTTOM,"Ball, Called Strike, 5 Trevor Achenbach advances to 1st (single)",1,1,1,,,,K Pilot
14,15,Welington Dotel,BOTTOM,"Foul, Ball, Ball, 5 Trevor Achenbach putout (4-6)for out number 1, 15 Welington Dotel putout (4-6-3DP) for out number 2",2,1,,,1,,K Pilot
15,35,Shamoy Christopher,BOTTOM,"Ball, Called Strike, Foul, Ball, Ball, 35 Shamoy Christopher putout (fly out to center field) for out number 3",3,2,,,1,,K Pilot
16,2,Sam Dexter,TOP,"Foul, 2 Sam Dexter putout (5-3) for out number 1",0,1,,1,,Neil Lang,
17,14,B.J. Lopez,TOP,"Called Strike, Ball, Called Strike, 14 B.J. Lopezputout (strike out swinging) for out number 2",1,2,,1,,Neil Lang,
18,11,Evan Alexander,TOP,"Ball, Called Strike, Called Strike, 11 Evan Alexander putout (strike out) for out number 3",1,2,,1,,Neil Lang,
19,16,Hunter Clanin,BOTTOM,"Ball, Foul, Foul, 16 Hunter Clanin putout (strikeout) for out number 1",1,2,,,1,,K Pilot
20,21,Darnell Sweeney,BOTTOM,"Foul, Ball, Ball, Called Strike, Foul, Foul, Ball,21 Darnell Sweeney putout (fly out to left field)for out number 2",3,2,,,1,,K Pilot
21,1,Wyatt Ulrich,BOTTOM,"Ball, Ball, Ball, 1 Wyatt Ulrich advances to 1st (walk)",3,0,,,,,K Pilot
22,3,Jordan Barth,BOTTOM,"Called Strike, Ball, 1 Wyatt Ulrich putout (caughtstealing: CS 2-4) for out number 3",1,1,,,1,,K Pilot
23,16,Correlle Prime,TOP,"16 Correlle Prime advances to 1st (single), 16 Correlle Prime putout (7-4) for out number 1",0,0,1,1,,Neil Lang,
24,26,Scott Schreiber,TOP,"Called Strike, Ball, Swinging Strike, Ball, Foul,Foul, Ball, 26 Scott Schreiber advances to 1st (walk)",3,2,,,,Neil Lang,
25,13,Manuel Boscan,TOP,"Called Strike, Foul, Ball, 13 Manuel Boscan advances to 2nd (double), 26 Scott Schreiber advances to3rd (13)",1,2,1,,,Neil Lang,
26,1,Alec Olund,TOP,"Ball, Ball, Called Strike, Foul, 1 Alec Olund advances to 1st (single), 26 Scott Schreiber Scores Earned (1), 13 Manuel Boscan Scores Earned (1)",2,2,1,,,Neil Lang,
27,41,Matt Goodheart,TOP,"Ball, Called Strike, Foul, Ball, Ball, Foul, 41 Matt Goodheart advances to 1st (walk), 1 Alec Olundadvances to 2nd (41)",3,2,,,,Neil Lang,
28,3,Nick Novak,TOP,"Ball, Called Strike, 3 Nick Novak advances to 1st(fielder's choice), 1 Alec Olund advances to 3rd (3), 41 Matt Goodheart putout (4-6) for out number2",1,1,,1,,Neil Lang,
29,2,Sam Dexter,TOP,"Called Strike, Ball, Ball, Ball, 2 Sam Dexter advances to 1st (single), 3 Nick Novak advances to 3rd(2), 1 Alec Olund Scores Earned (2)",3,1,1,,,Neil Lang,
30,14,B.J. Lopez,TOP,"Ball, Called Strike, Foul, Ball, 2 Sam Dexter advances to 2nd (stolen base), 14 B.J. Lopez putout (5-3) for out number 3",2,2,,1,,Neil Lang,
31,3,Jordan Barth,BOTTOM,"Called Strike, Ball, 3 Jordan Barth putout (5-3) for out number 1",1,1,,,1,,K Pilot
32,11,Jabari Henry,BOTTOM,"Ball, Ball, Ball, Called Strike, 11 Jabari Henry advances to 1st (walk)",3,1,,,,,K Pilot
33,20,Mike Hart,BOTTOM,"Ball, Swinging Strike, Ball, Called Strike, 20 Mike Hart advances to 2nd (double), 11 Jabari Henry advances to 3rd (20)",2,2,1,,,,K Pilot
34,5,Trevor Achenbach,BOTTOM,"Ball, Called Strike, 5 Trevor Achenbach putout (5-3) for out number 2",1,1,,,1,,K Pilot
35,15,Welington Dotel,BOTTOM,"Ball, Ball, Ball, 20 Mike Hart advances to 3rd (11), 11 Jabari Henry Scores Earned (wild pitch), Swinging Strike, Foul, Foul, 15 Welington Dotel putout (fly out to right field) for out number 3",3,2,,,1,,C Davis
36,11,Evan Alexander,TOP,"Ball, Ball, Foul, Ball, 11 Evan Alexander advancesto 1st (walk)",3,1,,,,Neil Lang,
37,16,Correlle Prime,TOP,"Ball, 16 Correlle Prime advances to 1st (single),11 Evan Alexander advances to 3rd (16)",1,0,1,,,Neil Lang,
38,26,Scott Schreiber,TOP,"Called Strike, Ball, 26 Scott Schreiber advances to 1st (single), 16 Correlle Prime advances to 2nd(26), 11 Evan Alexander Scores Earned (26)Pitching Substitution    26 Angel Lebron subs for Neil Lang Pitcher.",1,1,1,,,Neil Lang,
39,13,Manuel Boscan,TOP,"Ball, Ball, Foul, Swinging Strike, 16 Correlle Prime advances to 3rd (13), 26 Scott Schreiber putout(3-6) for out number 1, 13 Manuel Boscan putout (3-6-3 DP) for out number 2",2,2,,1,,Angel Lebron,
40,1,Alec Olund,TOP,"Swinging Strike, 1 Alec Olund putout (fly out to center field) for out number 3",0,1,,1,,Angel Lebron,
41,35,Shamoy Christopher,BOTTOM,"Ball, Ball, Ball, 35 Shamoy Christopher advances to 1st (walk)",3,0,,,,,C Davis
42,16,Hunter Clanin,BOTTOM,"Swinging Strike, Ball, 35 Shamoy Christopher putout (5-4) for out number 1, 16 Hunter Clanin putout(5-4-3 DP) for out number 2",1,1,,,1,,C Davis
43,21,Darnell Sweeney,BOTTOM,21 Darnell Sweeney putout (fly out to right field)for out number 3,0,0,,,1,,C Davis
44,23,Andy Gravdahl,TOP,"Ball, Ball, Ball, 23 Andy Gravdahl advances to 1st(walk)",3,0,,,,Angel Lebron,
45,3,Nick Novak,TOP,"3 Nick Novak advances to 1st (single), 23 Andy Gravdahl advances to 2nd (3)",0,0,1,,,Angel Lebron,
46,2,Sam Dexter,TOP,"Ball, Ball, Foul, Foul, 2 Sam Dexter putout (fly out to left field) for out number 1",2,2,,1,,Angel Lebron,
47,14,B.J. Lopez,TOP,"Called Strike, 3 Nick Novak advances to 2nd (stolen base), 23 Andy Gravdahl advances to 3rd (stolenbase), 14 B.J. Lopez putout (P4) for out number 2",0,1,,1,,Angel Lebron,
48,11,Evan Alexander,TOP,"Ball, Ball, Foul, Ball, 11 Evan Alexander advancesto 1st (walk)Pitching Substitution    33 Cole LaLonde subs for Angel Lebron Pitcher.",3,1,,,,Angel Lebron,
49,16,Correlle Prime,TOP,"Ball, Foul, Swinging Strike, Foul, 16 Correlle Prime putout (strike out swinging) for out number 3",1,2,,1,,Chris LaLonde,
50,1,Wyatt Ulrich,BOTTOM,"Ball, Called Strike, Called Strike, Foul, 1 WyattUlrich putout (4-3) for out number 1",1,2,,,1,,C Davis
51,3,Jordan Barth,BOTTOM,"Ball, 3 Jordan Barth putout (fly out to center field) for out number 2",1,0,,,1,,C Davis
52,11,Jabari Henry,BOTTOM,"Called Strike, Ball, Foul, Ball, Ball, 11 Jabari Henry advances to 1st (walk)",3,2,,,,,C Davis
53,20,Mike Hart,BOTTOM,20 Mike Hart putout (fly out to right field) for out number 3,0,0,,,1,,C Davis
54,26,Scott Schreiber,TOP,"Ball, Called Strike, 26 Scott Schreiber putout (1-3) for out number 1",1,1,,1,,Chris LaLonde,
55,13,Manuel Boscan,TOP,"Ball, Ball, Foul, 13 Manuel Boscan advances to 1st(single)",2,1,1,,,Chris LaLonde,
56,1,Alec Olund,TOP,"Called Strike, Foul, Foul, Foul, 13 Manuel BoscanScores Earned (1), 1 Alec Olund Scores Earned (home run)",0,2,1,,,Chris LaLonde,
57,23,Andy Gravdahl,TOP,"Ball, Foul, Ball, Called Strike, 23 Andy Gravdahlputout (strike out) for out number 2",2,2,,1,,Chris LaLonde,
58,3,Nick Novak,TOP,"Foul, Foul, Foul, Ball, Ball, 3 Nick Novak putout(strike out swinging) for out number 3",2,2,,1,,Chris LaLonde,
59,5,Trevor Achenbach,BOTTOM,"Swinging Strike, 5 Trevor Achenbach advances to 1st (single)",0,1,1,,,,C Davis
60,15,Welington Dotel,BOTTOM,"Foul, Ball, Foul, 15 Welington Dotel putout (strike out) for out number 1",1,2,,,1,,C Davis
61,35,Shamoy Christopher,BOTTOM,"Called Strike, 35 Shamoy Christopher advances to 1st (fielder's choice), 5 Trevor Achenbach putout (5-4) for out number 2",0,1,,,1,,C Davis
62,16,Hunter Clanin,BOTTOM,"Ball, Called Strike, Ball, 16 Hunter Clanin advances to 1st (fielder's choice), 35 Shamoy Christopher putout (5-4) for out number 3",2,1,,,1,,C Davis
63,2,Sam Dexter,TOP,"Ball, Ball, Called Strike, Foul, 2 Sam Dexter advances to 2nd (double)",2,2,1,,,Brady Stover,
64,14,B.J. Lopez,TOP,"Ball, Called Strike, Swinging Strike, 2 Sam Dexteradvances to 3rd (14), 14 B.J. Lopez putout (fly out to left field) for out number 1",1,2,,1,,Brady Stover,
65,11,Evan Alexander,TOP,"Called Strike, Ball, 2 Sam Dexter Scores Earned (11), 11 Evan Alexander putout (sacrifice fly to left fielder) for out number 2",1,1,,1,,Brady Stover,
66,16,Correlle Prime,TOP,"Ball, Swinging Strike, Ball, Foul, 16 Correlle Prime putout (strike out swinging) for out number 3",2,2,,1,,Brady Stover,
67,21,Darnell Sweeney,BOTTOM,"Ball, Ball, Ball, 21 Darnell Sweeney advances to 1st (walk)",3,0,,,,,C Davis
68,1,Wyatt Ulrich,BOTTOM,"Called Strike, Ball, 21 Darnell Sweeney putout (6)for out number 1, 1 Wyatt Ulrich putout (6-3 DP)for out number 2",1,1,,,1,,C Davis
69,3,Jordan Barth,BOTTOM,"Ball, Foul, Ball, Ball, 3 Jordan Barth advances to1st (walk)",3,1,,,,,C Davis
70,11,Jabari Henry,BOTTOM,"Called Strike, Swinging Strike, 11 Jabari Henry putout (strike out swinging) for out number 3",0,2,,,1,,C Richardson
