Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM,Pitcher Top,Pitcher Bottom
1,0,Osvaldo Martinez,TOP,"Foul, Foul, 0 Osvaldo Martinez putout (strike outswinging) for out number 1",0,2,,1,,Z Matson,
2,3,Jordan Barth,TOP,"Ball, Ball, Foul, 3 Jordan Barth advances to 1st (single to right field)",2,1,1,,,Z Matson,
3,11,Jabari Henry,TOP,"Called Strike, Ball, 11 Jabari Henry advances to 2nd (double to left field), 3 Jordan Barth advancesto 3rd (11)",1,1,1,,,Z Matson,
4,20,Mike Hart,TOP,"Called Strike, Foul, Ball, Foul, Ball, 20 Mike Hart putout (P5) for out number 2",2,2,,1,,Z Matson,
5,21,Darnell Sweeney,TOP,"Swinging Strike, Swinging Strike, 21 Darnell Sweeney putout (strike out swinging) for out number 3",0,2,,1,,Z Matson,
6,9,Odubel Herrera,BOTTOM,"Ball, Called Strike, Foul, 9 Odubel Herrera putout(strike out swinging) for out number 1",1,2,,,1,,Neil Lang
7,1,Justin Wylie,BOTTOM,"Called Strike, Ball, Ball, Called Strike, 1 JustinWylie advances to 2nd (double to left field)",2,2,1,,,,Neil Lang
8,7,Chris Herrmann,BOTTOM,"Called Strike, Ball, Ball, 1 Justin Wylie advancesto 3rd (7), 7 Chris Herrmann putout (4-3) for outnumber 2",2,1,,,1,,Neil Lang
9,10,Jan Hernandez,BOTTOM,"Ball, Called Strike, Ball, Foul, Ball, 10 Jan Hernandez putout (fly out to right field) for out number 3",3,2,,,1,,Neil Lang
10,16,Hunter Clanin,TOP,"Ball, Called Strike, Ball, 16 Hunter Clanin putout(fly out to center field) for out number 1",2,1,,1,,Z Matson,
11,15,Logan Eickhoff,TOP,"Foul, Ball, Called Strike, Foul, Ball, Ball, Foul,Foul, 15 Logan Eickhoff advances to 1st (walk)",3,2,,,,Z Matson,
12,29,Spencer Sarringar,TOP,"Called Strike, Ball, Foul, Pickoff attempt at 1stbase (pitcher to first baseman), Ball, Ball, 29 Spencer Sarringar advances to 1st (walk), 15 Logan Eickhoff advances to 2nd (29)",3,2,,,,Z Matson,
13,1,Wyatt Ulrich,TOP,"Called Strike, Ball, Foul, Ball, Ball, Foul, 1 Wyatt Ulrich advances to 1st (walk), 29 Spencer Sarringar advances to 2nd (1), 15 Logan Eickhoff advances to 3rd (1)",3,2,,,,Z Matson,
14,0,Osvaldo Martinez,TOP,"Ball, Ball, Ball, 0 Osvaldo Martinez advances to 1st (walk), 0 Osvaldo Martinez advances to 2nd (3),29 Spencer Sarringar advances to 3rd (0), 1 WyattUlrich advances to 3rd (3), 15 Logan Eickhoff Scores Earned (0), 29 Spencer Sarringar Scores Unearned (pass ball)",3,0,,,,Z Matson,
15,3,Jordan Barth,TOP,"Swinging Strike, Ball, Foul, 3 Jordan Barth putout(strike out swinging) for out number 2",1,2,,1,,Z Matson,
16,11,Jabari Henry,TOP,11 Jabari Henry advances to 1st (hit by pitch),0,0,,,,Z Matson,
17,20,Mike Hart,TOP,"Ball, Called Strike, Foul, Foul, 20 Mike Hart putout (strike out swinging) for out number 3",1,2,,1,,Z Matson,
18,14,Micker Adolfo,BOTTOM,"Called Strike, 14 Micker Adolfo advances to 1st (single to the pitcher)",0,1,1,,,,Neil Lang
19,2,Taylor Snyder,BOTTOM,"2 Taylor Snyder advances to 2nd (double to left field), 14 Micker Adolfo advances to 3rd (2)",0,0,1,,,,Neil Lang
20,47,Jacob Robson,BOTTOM,"Called Strike, Called Strike, 14 Micker Adolfo Scores Earned (wild pitch), Ball, 2 Taylor Snyder advances to 3rd ( 47), 2 Taylor Snyder Scores Earned(47), 47 Jacob Robson putout (sacrifice fly to center fielder) for out number 1",1,2,,,1,,Neil Lang
21,45,Allante Hall,BOTTOM,"Ball, Ball, Ball, Called Strike, 45 Allante Hall advances to 1st (walk)",3,1,,,,,Neil Lang
22,4,L.J. Hatch,BOTTOM,"Ball, 4 L.J. Hatch advances to 1st (fielder's choice), 45 Allante Hall putout (5-4) for out number 2",1,0,,,1,,Neil Lang
23,9,Odubel Herrera,BOTTOM,"Swinging Strike, Ball, Foul, Ball, 4 L.J. Hatch advances to 2nd (wild pitch), 9 Odubel Herrera putout (strike out swinging) for out number 3",2,2,,,1,,Neil Lang
24,21,Darnell Sweeney,TOP,"Ball, Ball, 21 Darnell Sweeney putout (fly out toleft field) for out number 1",2,0,,1,,Z Matson,
25,16,Hunter Clanin,TOP,"Ball, Ball, Foul, Swinging Strike, Ball, Foul, 16Hunter Clanin advances to 1st (walk)",3,2,,,,Z Matson,
26,15,Logan Eickhoff,TOP,"Foul, 15 Logan Eickhoff advances to 2nd (double toleft field), 16 Hunter Clanin advances to 3rd (15)",0,1,1,,,Z Matson,
27,29,Spencer Sarringar,TOP,"Called Strike, Ball, 29 Spencer Sarringar advancesto 2nd (double to center field), 16 Hunter ClaninScores Earned (29), 15 Logan Eickhoff Scores Earned (29)",1,1,1,,,Z Matson,
28,1,Wyatt Ulrich,TOP,"Ball, Called Strike, Called Strike, Ball, Ball, 1Wyatt Ulrich putout (strike out swinging) for outnumber 2",3,2,,1,,Z Matson,
29,0,Osvaldo Martinez,TOP,"Called Strike, Called Strike, Ball, 29 Spencer Sarringar advances to 3rd (wild pitch), Foul, Ball, Ball, 0 Osvaldo Martinez putout (strike out) for out number 3",3,2,,1,,Z Matson,
30,1,Justin Wylie,BOTTOM,"Called Strike, Called Strike, Ball, Ball, 1 JustinWylie putout (fly out to left field) for out number 1",2,2,,,1,,Neil Lang
31,7,Chris Herrmann,BOTTOM,"Ball, Ball, Called Strike, Ball, 7 Chris Herrmannadvances to 1st (walk)",3,1,,,,,Neil Lang
32,10,Jan Hernandez,BOTTOM,"7 Chris Herrmann putout (6-4) for out number 2, 10Jan Hernandez putout (6-4-3 DP) for out number 3",0,0,,,1,,Neil Lang
33,3,Jordan Barth,TOP,"Called Strike, 3 Jordan Barth putout (6-3) for outnumber 1",0,1,,1,,Z Matson,
34,11,Jabari Henry,TOP,"Called Strike, Ball, Ball, Foul, 11 Jabari Henry Scores Earned (home run)Pitching Substitution    23 Sam Jacobsak subs for Zach Matson Pitcher.",2,2,1,,,Z Matson,
