Index,Number,Name,Inning,Description,Balls,Strikes,Hits,Out # TOP,Out # BOTTOM
1,21,Darnell Sweeney,TOP,"Ball, Foul, Foul, Ball, 21 Darnell Sweeney putout(strike out swinging) for out number 1",2,2,,1,
2,3,Jordan Barth,TOP,"Swinging Strike, 3 Jordan Barth putout (4-3) for out number 2",0,1,,1,
3,11,Jabari Henry,TOP,"Called Strike, Ball, Foul, Ball, 11 Jabari Henry putout (strike out) for out number 3",2,2,,1,
4,9,Odubel Herrera,BOTTOM,9 Odubel Herrera putout (fly out to center field)for out number 1,0,0,,,1
5,1,Justin Wylie,BOTTOM,"Called Strike, Ball, Swinging Strike, Foul, Foul,1 Justin Wylie putout (1-3) for out number 2",1,2,,,1
6,7,Chris Herrmann,BOTTOM,"Ball, Foul, Ball, Foul, Ball, Foul, 7 Chris Herrmann advances to 1st (walk)",3,2,,,
7,17,Gavin Collins,BOTTOM,"Foul, Ball, Ball, Foul, Foul, Foul, Foul, Ball, 17Gavin Collins advances to 1st (walk), 7 Chris Herrmann advances to 2nd (17)",3,2,,,
8,16,Brian OGrady,BOTTOM,"Ball, Swinging Strike, Called Strike, Ball, 16 Brian OGrady putout (strike out swinging) for out number 3",2,2,,,1
9,20,Mike Hart,TOP,"Ball, Called Strike, Called Strike, Ball, Ball, 20Mike Hart putout (3-1) for out number 1",3,2,,1,
10,15,Welington Dotel,TOP,"Ball, Foul, Ball, Swinging Strike, 15 Welington Dotel putout (strike out swinging) for out number 2",2,2,,1,
11,1,Wyatt Ulrich,TOP,"Ball, 1 Wyatt Ulrich advances to 2nd (double)",1,0,1,,
12,5,Trevor Achenbach,TOP,"Called Strike, Swinging Strike, 5 Trevor Achenbachputout (strike out swinging) for out number 3",0,2,,1,
13,12,Aaron Whitefield,BOTTOM,"Foul, Foul, Foul, Foul, Ball, 12 Aaron Whitefieldputout (fly out to center field) for out number 1",1,2,,,1
14,6,Peter Maris,BOTTOM,"Ball, Ball, Swinging Strike, Ball, Foul, 6 Peter Maris putout (strike out swinging) for out number 2",3,2,,,1
15,4,L.J. Hatch,BOTTOM,"Ball, Ball, Foul, Called Strike, Foul, Foul, Foul,Ball, 4 L.J. Hatch putout (L8) for out number 3",3,2,,,1
16,35,Shamoy Christopher,TOP,"Called Strike, 35 Shamoy Christopher putout (P6) for out number 1",0,1,,1,
17,0,Osvaldo Martinez,TOP,"Ball, Called Strike, Ball, Foul, Ball, 0 Osvaldo Martinez putout (5-3) for out number 2",3,2,,1,
18,21,Darnell Sweeney,TOP,"Ball, Called Strike, Called Strike, 21 Darnell Sweeney putout (fly out to left field) for out number3",1,2,,1,
19,47,Jacob Robson,BOTTOM,"Swinging Strike, Swinging Strike, Ball, Ball, 47 Jacob Robson putout (strike out) for out number 1",2,2,,,1
20,9,Odubel Herrera,BOTTOM,"Called Strike, Swinging Strike, Foul, 9 Odubel Herrera advances to 1st (hit by pitch)",0,2,,,
21,1,Justin Wylie,BOTTOM,1 Justin Wylie putout (fly out to right field) forout number 2,0,0,,,1
22,7,Chris Herrmann,BOTTOM,"Called Strike, 9 Odubel Herrera putout (caught stealing: CS 2-6) for out number 3",0,1,,,1
23,3,Jordan Barth,TOP,"Called Strike, Called Strike, Ball, Ball, Ball, Foul, 3 Jordan Barth putout (FF 3) for out number 1",3,2,,1,
24,11,Jabari Henry,TOP,"Swinging Strike, Ball, Ball, Called Strike, Foul,11 Jabari Henry advances to 2nd (double)",2,2,1,,
25,20,Mike Hart,TOP,"Swinging Strike, Ball, Called Strike, 20 Mike Hartputout (strike out swinging) for out number 2",1,2,,1,
26,15,Welington Dotel,TOP,"Ball, Called Strike, Swinging Strike, Ball, Ball,15 Welington Dotel putout (strike out swinging) for out number 3",3,2,,1,
27,7,Chris Herrmann,BOTTOM,"Called Strike, Swinging Strike, Ball, Ball, Ball,7 Chris Herrmann putout (3U) for out number 1",3,2,,,1
28,17,Gavin Collins,BOTTOM,"Swinging Strike, Ball, Ball, 17 Gavin Collins putout (fly out to center field) for out number 2",2,1,,,1
29,16,Brian OGrady,BOTTOM,"Swinging Strike, Ball, Called Strike, 16 Brian OGrady putout (fly out to right field) for out number3",1,2,,,1
30,1,Wyatt Ulrich,TOP,"Swinging Strike, Ball, Foul, Foul, Ball, Foul, Ball, Foul, Foul, 1 Wyatt Ulrich advances to 1st (walk)",3,2,,,
31,5,Trevor Achenbach,TOP,"Ball, Ball, Ball, 5 Trevor Achenbach advances to 1st (walk), 1 Wyatt Ulrich advances to 2nd (5)",3,0,,,
32,35,Shamoy Christopher,TOP,"35 Shamoy Christopher advances to 1st (fielder's choice), 1 Wyatt Ulrich advances to 3rd (35), 5 Trevor Achenbach putout (1-6) for out number 1",0,0,,1,
33,0,Osvaldo Martinez,TOP,"Foul, Foul, Ball, Ball, Ball, 35 Shamoy Christopher putout (6-4) for out number 2, 0 Osvaldo Martinez putout (6-4-3 DP) for out number 3",3,2,,1,
34,12,Aaron Whitefield,BOTTOM,"Foul, Ball, Foul, Foul, 12 Aaron Whitefield advances to 2nd (double)",1,2,1,,
35,6,Peter Maris,BOTTOM,"Swinging Strike, Ball, Foul, 6 Peter Maris advances to 1st (single), 12 Aaron Whitefield Scores Earned (6)",1,2,1,,
36,4,L.J. Hatch,BOTTOM,"Ball, Ball, 4 L.J. Hatch advances to 1st (single),6 Peter Maris advances to 2nd (4)",2,0,1,,
37,47,Jacob Robson,BOTTOM,"Called Strike, Foul, Foul, 47 Jacob Robson putout(strike out swinging) for out number 1",0,2,,,1
38,9,Odubel Herrera,BOTTOM,"Called Strike, Foul, 9 Odubel Herrera advances to1st (fielder's choice), 6 Peter Maris advances to3rd (9), 4 L.J. Hatch putout (3-6) for out number2",0,2,,,1
39,1,Justin Wylie,BOTTOM,"Ball, 6 Peter Maris Scores Earned (wild pitch), Ball, 9 Odubel Herrera advances to 2nd (1), Ball, 1Justin Wylie advances to 1st (walk)",3,0,,,
40,7,Chris Herrmann,BOTTOM,"Foul, 7 Chris Herrmann putout (3U) for out number3",0,1,,,1
41,21,Darnell Sweeney,TOP,"Ball, Foul, Foul, Ball, Ball, 21 Darnell Sweeney putout (strike out swinging) for out number 1",3,2,,1,
42,3,Jordan Barth,TOP,"Ball, 3 Jordan Barth putout (5-3) for out number 2",1,0,,1,
43,11,Jabari Henry,TOP,"Called Strike, Swinging Strike, Foul, Ball, 11 Jabari Henry putout (L9) for out number 3",1,2,,1,
44,17,Gavin Collins,BOTTOM,"Called Strike, Ball, Foul, Ball, Foul, Ball, Foul,17 Gavin Collins advances to 1st (walk)",3,2,,,
45,16,Brian OGrady,BOTTOM,"Ball, Foul, Ball, 16 Brian OGrady advances to 1st(fielder's choice), 17 Gavin Collins putout (3-6)for out number 1",2,1,,,1
46,12,Aaron Whitefield,BOTTOM,"Called Strike, Swinging Strike, 12 Aaron Whitefield advances to 1st (fielder's choice), 16 Brian OGrady putout (4-6) for out number 2",0,2,,,1
47,6,Peter Maris,BOTTOM,6 Peter Maris putout (fly out to right field) forout number 3,0,0,,,1
48,20,Mike Hart,TOP,"Ball, Ball, 20 Mike Hart putout (4-3) for out number 1",2,0,,1,
49,15,Welington Dotel,TOP,"Ball, Called Strike, 15 Welington Dotel putout (6-3) for out number 2",1,1,,1,
50,1,Wyatt Ulrich,TOP,"Ball, Called Strike, Ball, Ball, 1 Wyatt Ulrich advances to 1st (walk)",3,1,,,
51,5,Trevor Achenbach,TOP,"Swinging Strike, Called Strike, 1 Wyatt Ulrich advances to 2nd (stolen base), 1 Wyatt Ulrich advances to 3rd (error by the catcher), Ball, Foul, Ball,5 Trevor Achenbach advances to 2nd (double), 1 Wyatt Ulrich Scores Earned (5)Pitching Substitution    19 Jordan Martinson subs for Jalen Miller Pitcher.",2,2,1,,
52,35,Shamoy Christopher,TOP,"Called Strike, Swinging Strike, Ball, Ball, 35 Shamoy Christopher putout (4-3) for out number 3",2,2,,1,
53,4,L.J. Hatch,BOTTOM,"Called Strike, Ball, Called Strike, Foul, Ball, Foul, 4 L.J. Hatch putout (strike out swinging) forout number 1",2,2,,,1
54,47,Jacob Robson,BOTTOM,"Ball, Ball, Foul, Swinging Strike, Foul, 47 JacobRobson putout (3U) for out number 2",2,2,,,1
55,9,Odubel Herrera,BOTTOM,"Ball, Called Strike, Ball, Called Strike, 9 OdubelHerrera putout (strike out swinging) for out number 3",2,2,,,1
56,0,Osvaldo Martinez,TOP,"Called Strike, Foul, Ball, Ball, Foul, Foul, Foul,Ball, 0 Osvaldo Martinez advances to 1st (walk)",3,2,,,
57,21,Darnell Sweeney,TOP,"Ball, Ball, Ball, 21 Darnell Sweeney advances to 1st (walk), 0 Osvaldo Martinez advances to 2nd (21)",3,0,,,
58,3,Jordan Barth,TOP,"Foul, 21 Darnell Sweeney advances to 2nd (3), 0 Osvaldo Martinez advances to 3rd (3), 3 Jordan Barthputout (5-3 SH) for out number 1Pitching Substitution    35 Grant Gavin subs for Jordan Martinson Pitcher.",0,1,,1,
59,11,Jabari Henry,TOP,"Foul, Swinging Strike, Ball, 11 Jabari Henry putout (strike out swinging) for out number 2",1,2,,1,
60,20,Mike Hart,TOP,20 Mike Hart advances to 1st (intentional walk),0,0,,,
61,15,Welington Dotel,TOP,"Called Strike, Ball, Swinging Strike, 15 WelingtonDotel putout (FF 2) for out number 3",1,2,,1,
62,1,Justin Wylie,BOTTOM,"Called Strike, Ball, Ball, Ball, 1 Justin Wylie advances to 1st (walk)",3,1,,,
63,7,Chris Herrmann,BOTTOM,"Ball, Ball, Called Strike, Foul, Ball, 7 Chris Herrmann putout (strike out swinging) for out number1, 1 Justin Wylie putout (caught stealing: CS 26 DP) for out number 2",3,2,,,1
64,17,Gavin Collins,BOTTOM,"Ball, Foul, Foul, 17 Gavin Collins putout (4-3) for out number 3",1,2,,,1
65,1,Wyatt Ulrich,TOP,"Ball, Ball, Called Strike, Ball, 1 Wyatt Ulrich putout (4-3) for out number 1",3,1,,1,
66,5,Trevor Achenbach,TOP,"Ball, Swinging Strike, 5 Trevor Achenbach putout (fly out to center field) for out number 2",1,1,,1,
67,35,Shamoy Christopher,TOP,35 Shamoy Christopher putout (P5) for out number 3,0,0,,1,
